Prompt ID,Demonstration IDs in prompt,Example ID,Loss of correct answer,Correct prediction
0,[48],0,0.62353515625,0
0,[48],1,1.0322265625,0
0,[48],2,3.537109375,1
0,[48],3,0.11627197265625,1
0,[48],4,0.465576171875,0
0,[48],5,0.349365234375,1
0,[48],6,1.1005859375,0
0,[48],7,0.5458984375,1
0,[48],8,0.442138671875,0
0,[48],9,0.404296875,1
0,[48],10,3.482421875,0
0,[48],11,2.892578125,1
0,[48],12,0.63818359375,0
0,[48],13,0.32470703125,0
0,[48],14,0.55615234375,0
0,[48],15,0.58203125,1
0,[48],16,0.5146484375,0
0,[48],17,0.787109375,0
0,[48],18,0.64892578125,0
0,[48],19,1.212890625,0
0,[48],20,0.32275390625,0
0,[48],21,0.2254638671875,1
0,[48],22,0.3203125,0
0,[48],23,0.334228515625,0
0,[48],24,0.2127685546875,0
0,[48],25,0.26513671875,0
0,[48],26,0.79736328125,1
0,[48],27,1.0966796875,0
0,[48],28,0.59716796875,0
0,[48],29,0.293212890625,0
0,[48],30,0.1693115234375,1
0,[48],31,0.83544921875,0
0,[48],32,0.281982421875,1
0,[48],33,0.269775390625,1
0,[48],34,0.3154296875,0
0,[48],35,0.4677734375,1
0,[48],36,1.0546875,1
0,[48],37,1.3876953125,1
0,[48],38,0.1805419921875,1
0,[48],39,0.425048828125,0
0,[48],40,1.2744140625,1
0,[48],41,1.5888671875,1
0,[48],42,0.5009765625,0
0,[48],43,0.6044921875,0
0,[48],44,0.5439453125,1
0,[48],45,0.634765625,0
0,[48],46,0.7646484375,1
0,[48],47,0.450439453125,1
0,[48],49,0.56494140625,1
0,[48],50,1.5458984375,1
0,[48],51,1.4609375,1
0,[48],52,0.447265625,0
0,[48],48,0.60205078125,0
0,[48],53,0.603515625,1
0,[48],54,0.60986328125,1
0,[48],55,1.2939453125,0
0,[48],56,0.8984375,0
0,[48],57,0.326416015625,0
0,[48],58,1.0234375,0
0,[48],59,0.67236328125,0
0,[48],60,1.1826171875,0
0,[48],61,0.433349609375,1
0,[48],62,0.375732421875,1
0,[48],63,0.400634765625,0
0,[48],64,2.05078125,0
0,[48],65,1.0400390625,0
0,[48],66,1.63671875,0
0,[48],67,0.5546875,0
0,[48],68,0.84326171875,1
0,[48],69,0.541015625,1
0,[48],70,0.22021484375,1
0,[48],71,0.60888671875,0
0,[48],72,0.336669921875,1
0,[48],73,0.2276611328125,1
0,[48],74,0.74169921875,0
0,[48],75,0.31201171875,1
0,[48],76,0.6513671875,1
