Prompt ID,Demonstration IDs in prompt,Example ID,Loss of correct answer,Correct prediction
0,[1945],7114,1.12890625,0
0,[1945],583,0.583984375,1
0,[1945],13782,1.2998046875,0
0,[1945],12341,1.380859375,0
0,[1945],10135,1.1357421875,0
0,[1945],7249,1.0576171875,0
0,[1945],6883,0.5791015625,1
0,[1945],2201,0.58203125,1
0,[1945],10828,1.140625,0
0,[1945],7350,1.19921875,0
0,[1945],8582,1.1171875,0
0,[1945],2348,0.51513671875,1
0,[1945],11861,1.35546875,0
0,[1945],4026,0.50537109375,1
0,[1945],7786,1.146484375,0
0,[1945],2306,0.444580078125,1
0,[1945],10797,1.1962890625,0
0,[1945],13313,1.146484375,0
0,[1945],7946,1.2978515625,0
0,[1945],1928,0.65673828125,1
0,[1945],2891,0.5458984375,1
0,[1945],6393,0.45751953125,1
0,[1945],12265,1.2451171875,0
0,[1945],4554,0.4462890625,1
0,[1945],12449,1.3857421875,0
0,[1945],10938,1.359375,0
0,[1945],3760,0.50244140625,1
0,[1945],10225,1.240234375,0
0,[1945],12913,1.2578125,0
0,[1945],1361,0.55029296875,1
0,[1945],11133,1.2080078125,0
0,[1945],10900,0.9892578125,0
0,[1945],9191,1.109375,0
0,[1945],3401,0.47119140625,1
0,[1945],1737,0.5517578125,1
0,[1945],8941,1.26171875,0
0,[1945],13312,1.25390625,0
0,[1945],1338,0.6435546875,1
0,[1945],476,0.55322265625,1
0,[1945],4460,0.57666015625,1
0,[1945],4703,0.469970703125,1
0,[1945],5672,0.5458984375,1
0,[1945],2864,0.4912109375,1
0,[1945],13090,1.181640625,0
0,[1945],3013,0.56884765625,1
0,[1945],3635,0.60546875,1
0,[1945],7115,1.451171875,0
0,[1945],7679,1.0732421875,0
0,[1945],7015,0.57861328125,1
0,[1945],6710,0.53125,1
0,[1945],12684,1.2900390625,0
0,[1945],2988,0.5126953125,1
0,[1945],4551,0.430908203125,1
0,[1945],10697,1.205078125,0
0,[1945],11468,1.2294921875,0
0,[1945],5625,0.57763671875,1
0,[1945],5111,0.53271484375,1
0,[1945],10571,1.205078125,0
0,[1945],5103,0.5556640625,1
0,[1945],12936,1.1474609375,0
0,[1945],4682,0.449951171875,1
0,[1945],4720,0.43994140625,1
0,[1945],13762,1.30078125,0
0,[1945],409,0.53369140625,1
0,[1945],3356,0.470703125,1
0,[1945],1088,0.5634765625,1
0,[1945],5586,0.513671875,1
0,[1945],8123,1.392578125,0
0,[1945],2897,0.5283203125,1
0,[1945],796,0.51025390625,1
0,[1945],6467,0.48046875,1
0,[1945],5303,0.5126953125,1
0,[1945],1580,0.52197265625,1
0,[1945],1650,0.50732421875,1
0,[1945],3185,0.515625,1
0,[1945],5987,0.5302734375,1
0,[1945],12564,1.27734375,0
0,[1945],2843,0.5732421875,1
0,[1945],3528,0.5849609375,1
0,[1945],890,0.61962890625,1
0,[1945],408,0.529296875,1
0,[1945],3523,0.6259765625,1
0,[1945],13751,1.34375,0
0,[1945],443,0.56494140625,1
0,[1945],7819,1.0029296875,0
0,[1945],6542,0.5185546875,1
0,[1945],10073,1.3486328125,0
0,[1945],10499,1.1142578125,0
0,[1945],1531,0.5751953125,1
0,[1945],944,0.77490234375,1
0,[1945],3859,0.43896484375,1
0,[1945],8847,1.1357421875,0
0,[1945],13693,1.279296875,0
0,[1945],12648,1.328125,0
0,[1945],13188,1.203125,0
0,[1945],1706,0.51318359375,1
0,[1945],13920,1.4365234375,0
0,[1945],164,0.53759765625,1
0,[1945],158,0.6328125,1
0,[1945],2190,0.478759765625,1
0,[1945],38,0.5849609375,1
0,[1945],11294,1.1552734375,0
0,[1945],9723,1.0615234375,0
0,[1945],7624,1.2646484375,0
0,[1945],4117,0.5546875,1
0,[1945],11609,1.30859375,0
0,[1945],3988,0.548828125,1
0,[1945],10008,1.2392578125,0
0,[1945],12141,1.1259765625,0
0,[1945],3181,0.5537109375,1
0,[1945],1101,0.6142578125,1
0,[1945],4325,0.505859375,1
0,[1945],4113,0.568359375,1
0,[1945],9980,1.166015625,0
0,[1945],12134,1.3349609375,0
0,[1945],6716,0.46142578125,1
0,[1945],2392,0.54833984375,1
0,[1945],4887,0.464111328125,1
0,[1945],3613,0.494384765625,1
0,[1945],13019,1.23828125,0
0,[1945],5712,0.469970703125,1
0,[1945],8885,1.1494140625,0
0,[1945],6856,0.53662109375,1
0,[1945],9941,1.1923828125,0
0,[1945],6978,0.5927734375,1
0,[1945],1819,0.54296875,1
0,[1945],9552,1.1953125,0
0,[1945],5247,0.491455078125,1
0,[1945],13488,1.3671875,0
0,[1945],7348,1.224609375,0
0,[1945],4909,0.5625,1
0,[1945],4448,0.456298828125,1
0,[1945],3286,0.521484375,1
0,[1945],6502,0.4853515625,1
0,[1945],7462,1.1689453125,0
0,[1945],65,0.449951171875,1
0,[1945],5607,0.51611328125,1
0,[1945],1396,0.465087890625,1
0,[1945],11953,1.1796875,0
0,[1945],2820,0.58154296875,1
0,[1945],4357,0.456787109375,1
0,[1945],6540,0.52294921875,1
0,[1945],4893,0.464599609375,1
0,[1945],6685,0.58203125,1
0,[1945],9043,1.193359375,0
0,[1945],7371,1.228515625,0
0,[1945],12612,1.2724609375,0
0,[1945],12274,1.2724609375,0
0,[1945],11175,1.33984375,0
0,[1945],10045,1.3369140625,0
0,[1945],836,0.623046875,1
0,[1945],4544,0.55126953125,1
0,[1945],7412,1.0546875,0
0,[1945],8987,1.3642578125,0
0,[1945],6188,0.51904296875,1
0,[1945],11160,1.23046875,0
0,[1945],11258,1.091796875,0
0,[1945],12826,1.1904296875,0
0,[1945],6941,0.5703125,1
0,[1945],12547,1.3671875,0
0,[1945],1060,0.55224609375,1
0,[1945],11555,1.3427734375,0
0,[1945],6362,0.53515625,1
