Prompt ID,Demonstration IDs in prompt,Example ID,Loss of correct answer,Correct prediction
0,[1339],637,0.39736029505729675,1
0,[1339],440,0.911962628364563,0
0,[1339],144,0.8256734013557434,1
0,[1339],697,0.7342002987861633,0
0,[1339],161,1.130486249923706,0
0,[1339],360,0.7026045322418213,0
0,[1339],376,0.8317453265190125,0
0,[1339],36,0.6487801671028137,0
0,[1339],371,1.2303719520568848,0
0,[1339],247,1.0477395057678223,1
0,[1339],263,0.27984824776649475,1
0,[1339],173,1.3467800617218018,0
0,[1339],86,0.4395018517971039,1
0,[1339],271,0.4392033517360687,0
0,[1339],85,1.0059994459152222,0
0,[1339],159,1.050717830657959,0
0,[1339],369,0.6386740207672119,0
0,[1339],95,0.708450436592102,1
0,[1339],266,0.9246659278869629,0
0,[1339],565,0.533108651638031,0
0,[1339],401,1.078912615776062,0
0,[1339],250,0.9620287418365479,0
0,[1339],572,0.6436886191368103,0
0,[1339],166,0.7055768966674805,0
0,[1339],164,0.6549559235572815,0
0,[1339],480,0.8240000009536743,0
0,[1339],219,1.1028900146484375,1
0,[1339],180,0.7975432872772217,0
0,[1339],278,1.6599631309509277,0
0,[1339],1,0.6321901082992554,0
0,[1339],460,0.5635796785354614,0
0,[1339],167,1.1620689630508423,0
0,[1339],491,0.36856403946876526,1
0,[1339],257,0.8329613208770752,0
0,[1339],281,0.6525603532791138,0
0,[1339],400,0.9194768071174622,0
0,[1339],61,0.945045530796051,0
0,[1339],214,1.8236188888549805,0
0,[1339],98,1.2812057733535767,0
0,[1339],695,0.6174934506416321,0
0,[1339],543,0.5613819360733032,0
0,[1339],276,0.832323431968689,0
0,[1339],211,1.2393854856491089,0
0,[1339],499,0.4255007803440094,0
0,[1339],40,0.8729568719863892,0
0,[1339],254,1.1114656925201416,0
0,[1339],64,1.3286222219467163,1
0,[1339],45,0.7707546949386597,0
0,[1339],56,1.1489893198013306,1
0,[1339],229,1.0021382570266724,1
0,[1339],244,0.32172122597694397,1
0,[1339],549,0.5379453301429749,0
0,[1339],209,1.117295265197754,0
0,[1339],665,0.4388781189918518,0
0,[1339],259,1.102354645729065,0
0,[1339],366,0.5471733808517456,0
0,[1339],232,0.8404268026351929,0
0,[1339],199,1.0258965492248535,0
0,[1339],3,0.7277769446372986,0
0,[1339],417,1.7671949863433838,0
0,[1339],320,0.6511204242706299,0
0,[1339],653,0.6798027753829956,0
0,[1339],343,0.7855209112167358,0
0,[1339],57,0.6953867673873901,0
0,[1339],222,0.965961754322052,0
0,[1339],510,0.49428069591522217,1
0,[1339],205,0.8314501047134399,0
0,[1339],673,0.411103218793869,1
0,[1339],206,1.6288869380950928,0
0,[1339],87,0.5714548826217651,0
0,[1339],115,0.754123866558075,0
0,[1339],60,0.9134706854820251,0
0,[1339],624,0.4260185658931732,1
0,[1339],675,0.8350701928138733,0
0,[1339],69,0.893676221370697,0
0,[1339],177,0.8683576583862305,1
0,[1339],72,0.48938438296318054,0
0,[1339],223,1.2834093570709229,0
0,[1339],178,0.8381083607673645,0
0,[1339],338,0.7538617253303528,0
0,[1339],357,0.5701746940612793,1
0,[1339],592,0.6847174167633057,0
0,[1339],699,0.4192090332508087,0
0,[1339],19,0.5471084117889404,0
0,[1339],403,1.234434723854065,0
0,[1339],200,1.095865249633789,0
0,[1339],84,0.8767898678779602,1
0,[1339],62,0.8913903832435608,1
0,[1339],228,1.8356083631515503,0
0,[1339],432,0.9799003005027771,1
0,[1339],645,0.4973411560058594,0
0,[1339],365,0.8930075764656067,0
0,[1339],153,0.9929855465888977,0
0,[1339],619,0.8239314556121826,0
0,[1339],92,0.7430595755577087,0
0,[1339],270,0.5057302713394165,1
0,[1339],458,0.8855279088020325,0
0,[1339],402,1.2980576753616333,0
0,[1339],142,0.5438941121101379,1
0,[1339],462,0.6367295384407043,0
0,[1339],605,0.6882805824279785,0
0,[1339],260,0.6704570651054382,1
0,[1339],184,0.8890709280967712,0
0,[1339],575,0.6289483308792114,0
0,[1339],625,0.7013358473777771,0
0,[1339],77,1.159029483795166,0
0,[1339],386,0.7836779356002808,1
0,[1339],107,0.5124712586402893,0
0,[1339],628,0.6308877468109131,0
0,[1339],374,0.9056900143623352,1
0,[1339],583,0.9749438166618347,0
0,[1339],157,0.2501990497112274,1
0,[1339],569,0.6310864090919495,0
0,[1339],584,0.6879982352256775,0
0,[1339],81,0.8848518133163452,0
0,[1339],489,0.33542579412460327,1
0,[1339],299,1.6651194095611572,0
0,[1339],319,0.398979514837265,1
0,[1339],530,0.8471840620040894,0
0,[1339],428,0.8552712202072144,0
0,[1339],423,0.5783960819244385,0
0,[1339],158,0.6458773016929626,0
0,[1339],37,0.5507869720458984,1
0,[1339],21,0.7010326981544495,1
0,[1339],239,1.581246018409729,0
0,[1339],160,0.1690414696931839,1
0,[1339],226,0.8424499034881592,0
0,[1339],193,1.1417567729949951,0
0,[1339],151,0.3812958896160126,1
0,[1339],190,0.737335741519928,0
0,[1339],88,0.6123262643814087,0
0,[1339],264,0.3293864130973816,1
0,[1339],551,0.6407204270362854,0
0,[1339],272,0.8378614783287048,0
0,[1339],288,1.5591365098953247,0
0,[1339],493,0.7904168367385864,0
0,[1339],455,0.4525105357170105,1
0,[1339],280,1.051487684249878,0
0,[1339],170,0.9212969541549683,1
0,[1339],138,0.4508965313434601,1
0,[1339],162,1.2373028993606567,0
0,[1339],136,0.7552490234375,0
0,[1339],563,0.8516388535499573,0
0,[1339],353,1.4098598957061768,0
0,[1339],654,0.6483083367347717,0
0,[1339],175,1.1891417503356934,0
0,[1339],329,0.4285479187965393,1
0,[1339],688,0.37855246663093567,1
0,[1339],9,0.7285150289535522,0
0,[1339],356,1.2775167226791382,0
0,[1339],642,0.7093386650085449,0
0,[1339],326,0.6287715435028076,0
0,[1339],484,0.7406759262084961,0
0,[1339],249,1.0455257892608643,0
0,[1339],311,1.0480577945709229,0
0,[1339],273,0.6551072597503662,0
0,[1339],49,0.8010804653167725,0
0,[1339],168,0.45906373858451843,1
0,[1339],629,0.630160391330719,0
0,[1339],140,1.4399477243423462,0
0,[1339],82,0.5109090209007263,1
0,[1339],235,0.4535478949546814,1
0,[1339],538,0.5391539931297302,0
0,[1339],375,0.9404743909835815,0
0,[1339],230,0.9071167707443237,1
0,[1339],42,0.8122293949127197,0
0,[1339],669,0.5172471404075623,0
0,[1339],303,1.24000084400177,0
0,[1339],248,0.6729479432106018,0
0,[1339],459,0.5145483613014221,1
0,[1339],336,0.9868698120117188,0
0,[1339],486,0.8739919066429138,0
0,[1339],677,0.5542342662811279,0
0,[1339],265,0.618107795715332,0
0,[1339],361,2.0169718265533447,0
0,[1339],233,1.5935524702072144,0
0,[1339],559,1.2318100929260254,0
0,[1339],339,1.8011970520019531,0
0,[1339],33,0.6026245951652527,1
1,[440],637,0.4173189401626587,0
1,[440],440,0.7040408849716187,0
1,[440],144,0.980532169342041,0
1,[440],697,0.6722720861434937,0
1,[440],161,1.0903398990631104,1
1,[440],360,0.5623690485954285,0
1,[440],376,0.6906503438949585,0
1,[440],36,0.4838913679122925,0
1,[440],371,0.958511471748352,0
1,[440],247,0.8539972305297852,1
1,[440],263,0.310213178396225,1
1,[440],173,2.111842155456543,0
1,[440],86,0.36513552069664,1
1,[440],271,0.3599109351634979,0
1,[440],85,0.9422103762626648,0
1,[440],159,1.2450906038284302,0
1,[440],369,0.5202890634536743,0
1,[440],95,0.527925431728363,1
1,[440],266,0.7969290018081665,1
1,[440],565,0.48672008514404297,0
1,[440],401,0.5283230543136597,0
1,[440],250,0.505346953868866,0
1,[440],572,0.7014533877372742,0
1,[440],166,0.5840802192687988,0
1,[440],164,0.5967311859130859,0
1,[440],480,0.751332700252533,0
1,[440],219,0.7881158590316772,1
1,[440],180,0.6407443284988403,0
1,[440],278,1.2286040782928467,0
1,[440],1,0.5660631656646729,0
1,[440],460,0.49090272188186646,0
1,[440],167,0.8884197473526001,1
1,[440],491,0.2892724573612213,1
1,[440],257,0.6364390254020691,0
1,[440],281,0.4488584101200104,1
1,[440],400,0.3000187873840332,1
1,[440],61,0.9926013350486755,0
1,[440],214,1.1896718740463257,0
1,[440],98,0.9841153025627136,0
1,[440],695,0.582619309425354,0
1,[440],543,0.5554303526878357,0
1,[440],276,0.9489043951034546,0
1,[440],211,1.0309613943099976,0
1,[440],499,0.376095712184906,0
1,[440],40,0.8283020257949829,0
1,[440],254,1.2132432460784912,0
1,[440],64,0.9234853386878967,1
1,[440],45,0.5457841753959656,0
1,[440],56,0.8321142196655273,1
1,[440],229,0.6419587135314941,1
1,[440],244,0.3016844093799591,1
1,[440],549,0.5540754199028015,0
1,[440],209,0.8785991668701172,0
1,[440],665,0.4009115397930145,0
1,[440],259,0.9027193784713745,0
1,[440],366,0.5021679997444153,0
1,[440],232,0.6990460157394409,0
1,[440],199,1.0628321170806885,0
1,[440],3,0.6828570365905762,0
1,[440],417,1.4979361295700073,0
1,[440],320,0.8004815578460693,0
1,[440],653,0.6674330234527588,0
1,[440],343,0.5584748983383179,0
1,[440],57,0.5705995559692383,0
1,[440],222,0.6662904024124146,1
1,[440],510,0.4288971722126007,1
1,[440],205,0.7272183895111084,0
1,[440],673,0.3317846953868866,0
1,[440],206,1.542044758796692,0
1,[440],87,0.49485620856285095,0
1,[440],115,0.6536852717399597,0
1,[440],60,0.7736272215843201,0
1,[440],624,0.3869035542011261,1
1,[440],675,0.729331910610199,0
1,[440],69,0.6868784427642822,0
1,[440],177,0.7075164914131165,1
1,[440],72,0.42808884382247925,0
1,[440],223,0.7169601917266846,0
1,[440],178,0.7260777354240417,0
1,[440],338,0.32942870259284973,1
1,[440],357,0.7032445669174194,0
1,[440],592,0.5393940210342407,1
1,[440],699,0.46228674054145813,1
1,[440],19,0.5509259700775146,0
1,[440],403,0.35591360926628113,0
1,[440],200,0.863432765007019,1
1,[440],84,0.8528949618339539,1
1,[440],62,0.8028140664100647,0
1,[440],228,1.2771625518798828,0
1,[440],432,0.8227022290229797,1
1,[440],645,0.47862741351127625,0
1,[440],365,0.6492936611175537,0
1,[440],153,0.867633044719696,1
1,[440],619,0.5717543363571167,1
1,[440],92,0.6403392553329468,0
1,[440],270,0.2303062379360199,1
1,[440],458,0.8177874684333801,0
1,[440],402,0.7408891320228577,0
1,[440],142,0.48789677023887634,1
1,[440],462,0.43268105387687683,0
1,[440],605,0.6101014614105225,0
1,[440],260,0.5328994393348694,0
1,[440],184,0.7659696936607361,0
1,[440],575,0.5228779911994934,0
1,[440],625,0.7274014949798584,0
1,[440],77,0.8671362996101379,0
1,[440],386,0.9400440454483032,0
1,[440],107,0.39866602420806885,0
1,[440],628,0.4884133040904999,0
1,[440],374,1.00298011302948,1
1,[440],583,0.7800928950309753,0
1,[440],157,0.9737581014633179,1
1,[440],569,0.6191484928131104,0
1,[440],584,0.5839643478393555,0
1,[440],81,0.7270392775535583,0
1,[440],489,0.37314897775650024,1
1,[440],299,1.4620610475540161,0
1,[440],319,0.37619656324386597,1
1,[440],530,0.5665910840034485,0
1,[440],428,0.726937472820282,0
1,[440],423,0.42183107137680054,0
1,[440],158,0.481596976518631,0
1,[440],37,0.5546576976776123,1
1,[440],21,0.6221190690994263,1
1,[440],239,1.5022822618484497,0
1,[440],160,1.28331458568573,0
1,[440],226,0.7683999538421631,0
1,[440],193,0.5936002135276794,1
1,[440],151,0.37491992115974426,0
1,[440],190,0.5531166791915894,0
1,[440],88,0.4915230870246887,0
1,[440],264,0.28319504857063293,1
1,[440],551,0.5563849806785583,0
1,[440],272,0.5725336074829102,0
1,[440],288,1.21807062625885,0
1,[440],493,0.44757792353630066,0
1,[440],455,0.3374374508857727,0
1,[440],280,0.5427463054656982,0
1,[440],170,0.6642948985099792,1
1,[440],138,0.4203607439994812,1
1,[440],162,1.2079819440841675,0
1,[440],136,0.559751570224762,0
1,[440],563,0.6530289053916931,0
1,[440],353,1.52030611038208,0
1,[440],654,0.6135797500610352,0
1,[440],175,1.6826419830322266,0
1,[440],329,0.23130479454994202,1
1,[440],688,0.3078762888908386,1
1,[440],9,0.626799464225769,0
1,[440],356,1.1459119319915771,0
1,[440],642,0.6508613228797913,0
1,[440],326,0.5420296788215637,0
1,[440],484,0.6243213415145874,0
1,[440],249,0.9839546084403992,0
1,[440],311,0.8097372055053711,0
1,[440],273,0.3479807674884796,1
1,[440],49,0.7493634223937988,0
1,[440],168,0.3558768332004547,1
1,[440],629,0.7049643993377686,0
1,[440],140,1.2012090682983398,0
1,[440],82,0.4187363386154175,1
1,[440],235,0.9027100801467896,1
1,[440],538,0.48886945843696594,0
1,[440],375,0.7067368030548096,0
1,[440],230,0.7649070024490356,0
1,[440],42,0.6621760725975037,0
1,[440],669,0.5919183492660522,0
1,[440],303,1.0648704767227173,0
1,[440],248,0.5825272798538208,1
1,[440],459,0.5095730423927307,1
1,[440],336,0.9302289485931396,0
1,[440],486,0.7835886478424072,0
1,[440],677,0.3804529905319214,0
1,[440],265,0.5091456174850464,0
1,[440],361,1.8698735237121582,0
1,[440],233,1.0699717998504639,0
1,[440],559,0.94832843542099,0
1,[440],339,1.7111523151397705,0
1,[440],33,0.6259115934371948,1
2,[187],637,0.4852507710456848,1
2,[187],440,0.7945237755775452,0
2,[187],144,0.9872851371765137,0
2,[187],697,0.7287148833274841,0
2,[187],161,1.090336561203003,1
2,[187],360,0.6217080950737,0
2,[187],376,0.7714716196060181,0
2,[187],36,0.5634415149688721,0
2,[187],371,1.0704982280731201,0
2,[187],247,0.8655086755752563,1
2,[187],263,0.2900141477584839,1
2,[187],173,2.4020204544067383,0
2,[187],86,0.28425249457359314,1
2,[187],271,0.38675567507743835,1
2,[187],85,0.6908648610115051,0
2,[187],159,1.2915154695510864,0
2,[187],369,0.6308726072311401,0
2,[187],95,0.7042940258979797,1
2,[187],266,1.0704034566879272,0
2,[187],565,0.5926441550254822,0
2,[187],401,0.9181110262870789,0
2,[187],250,0.820281982421875,0
2,[187],572,0.7543544769287109,0
2,[187],166,0.46799755096435547,0
2,[187],164,0.5814290046691895,0
2,[187],480,0.8043801784515381,0
2,[187],219,1.0942243337631226,1
2,[187],180,0.8018130660057068,0
2,[187],278,1.4438586235046387,0
2,[187],1,0.6445978283882141,0
2,[187],460,0.5911421775817871,0
2,[187],167,0.9449667930603027,1
2,[187],491,0.3123630881309509,1
2,[187],257,0.6517227292060852,0
2,[187],281,0.5791527032852173,1
2,[187],400,0.7812460660934448,0
2,[187],61,0.7769771218299866,0
2,[187],214,1.401863694190979,1
2,[187],98,0.8708118796348572,0
2,[187],695,0.6243747472763062,0
2,[187],543,0.5484652519226074,0
2,[187],276,0.9272416830062866,0
2,[187],211,1.1722913980484009,0
2,[187],499,0.3168414235115051,1
2,[187],40,0.4993254840373993,0
2,[187],254,1.2134653329849243,0
2,[187],64,0.8743940591812134,0
2,[187],45,0.6815915107727051,0
2,[187],56,0.7801105380058289,1
2,[187],229,0.9268707036972046,1
2,[187],244,0.31871500611305237,1
2,[187],549,0.5656924247741699,0
2,[187],209,0.9346708059310913,0
2,[187],665,0.5080257654190063,0
2,[187],259,0.8935626149177551,0
2,[187],366,0.5654680132865906,0
2,[187],232,0.7814088463783264,0
2,[187],199,1.1174216270446777,0
2,[187],3,0.7999837398529053,0
2,[187],417,1.5447261333465576,0
2,[187],320,0.836930513381958,0
2,[187],653,0.6545005440711975,0
2,[187],343,0.6608553528785706,0
2,[187],57,0.6579141616821289,0
2,[187],222,1.039102554321289,0
2,[187],510,0.4641961455345154,1
2,[187],205,0.7658711075782776,0
2,[187],673,0.42173564434051514,1
2,[187],206,1.5947637557983398,0
2,[187],87,0.5469591021537781,0
2,[187],115,0.8165194988250732,0
2,[187],60,0.9915062785148621,0
2,[187],624,0.4176969826221466,1
2,[187],675,0.8261927962303162,0
2,[187],69,0.8627602458000183,0
2,[187],177,0.4423598051071167,1
2,[187],72,0.3555055856704712,0
2,[187],223,0.8023459315299988,1
2,[187],178,0.8381851315498352,0
2,[187],338,0.7476170063018799,0
2,[187],357,0.749384880065918,0
2,[187],592,0.6634919047355652,0
2,[187],699,0.42048341035842896,1
2,[187],19,0.7691169381141663,0
2,[187],403,1.105277419090271,0
2,[187],200,0.9262827634811401,0
2,[187],84,1.0623106956481934,1
2,[187],62,0.8924638032913208,1
2,[187],228,1.4825712442398071,0
2,[187],432,0.9206700325012207,0
2,[187],645,0.4933133125305176,0
2,[187],365,0.8307660818099976,0
2,[187],153,0.9137232899665833,0
2,[187],619,0.8338555693626404,0
2,[187],92,0.7115735411643982,0
2,[187],270,0.45247578620910645,1
2,[187],458,0.8867145776748657,0
2,[187],402,1.1439130306243896,0
2,[187],142,0.5768378973007202,0
2,[187],462,0.538333535194397,0
2,[187],605,0.6986388564109802,0
2,[187],260,0.6505715847015381,1
2,[187],184,0.8987402319908142,0
2,[187],575,0.595822274684906,0
2,[187],625,0.7626329660415649,0
2,[187],77,0.8675901889801025,0
2,[187],386,0.9278000593185425,0
2,[187],107,0.5386531352996826,0
2,[187],628,0.6361886858940125,0
2,[187],374,0.9572402238845825,1
2,[187],583,0.9339804649353027,0
2,[187],157,0.9062051773071289,1
2,[187],569,0.7040283679962158,0
2,[187],584,0.6422936916351318,0
2,[187],81,0.7461086511611938,0
2,[187],489,0.3714163601398468,1
2,[187],299,1.6518583297729492,0
2,[187],319,0.33300572633743286,1
2,[187],530,0.7511605620384216,0
2,[187],428,0.830577552318573,0
2,[187],423,0.4910772740840912,0
2,[187],158,0.5109129548072815,0
2,[187],37,0.4763491451740265,1
2,[187],21,0.76963871717453,1
2,[187],239,1.897564172744751,0
2,[187],160,1.2033628225326538,0
2,[187],226,0.7740154266357422,0
2,[187],193,0.9778369665145874,1
2,[187],151,0.27674999833106995,1
2,[187],190,0.5573652386665344,0
2,[187],88,0.42913952469825745,0
2,[187],264,0.24275341629981995,1
2,[187],551,0.6096495985984802,0
2,[187],272,0.7567533850669861,0
2,[187],288,1.362078070640564,0
2,[187],493,0.7420050501823425,0
2,[187],455,0.3950134217739105,1
2,[187],280,0.8984934091567993,0
2,[187],170,0.9611918330192566,1
2,[187],138,0.3289744555950165,1
2,[187],162,1.1127455234527588,0
2,[187],136,0.6541433930397034,0
2,[187],563,0.8158550262451172,0
2,[187],353,1.5903897285461426,0
2,[187],654,0.6991012692451477,0
2,[187],175,1.6333898305892944,0
2,[187],329,0.27676892280578613,1
2,[187],688,0.2795052230358124,1
2,[187],9,0.755276083946228,0
2,[187],356,1.2262132167816162,0
2,[187],642,0.759020209312439,0
2,[187],326,0.5830641388893127,0
2,[187],484,0.6743621826171875,0
2,[187],249,1.0453587770462036,0
2,[187],311,0.8529080152511597,0
2,[187],273,0.5606961250305176,0
2,[187],49,0.8390742540359497,0
2,[187],168,0.23150591552257538,1
2,[187],629,0.7462956309318542,0
2,[187],140,1.318036437034607,0
2,[187],82,0.43070462346076965,1
2,[187],235,1.0111451148986816,1
2,[187],538,0.6559204459190369,0
2,[187],375,0.8324305415153503,0
2,[187],230,1.0133122205734253,0
2,[187],42,0.7942178249359131,0
2,[187],669,0.5442184805870056,0
2,[187],303,1.1025573015213013,0
2,[187],248,0.6348292231559753,0
2,[187],459,0.48879483342170715,1
2,[187],336,1.0186638832092285,0
2,[187],486,0.8870559334754944,0
2,[187],677,0.5754821300506592,0
2,[187],265,0.5001539587974548,0
2,[187],361,1.9072030782699585,0
2,[187],233,1.2292896509170532,0
2,[187],559,1.1344726085662842,0
2,[187],339,1.7261871099472046,0
2,[187],33,0.3126576542854309,1
3,[83],637,0.43720752000808716,1
3,[83],440,0.8865765929222107,0
3,[83],144,0.9477434158325195,0
3,[83],697,0.7204025387763977,0
3,[83],161,1.1731408834457397,1
3,[83],360,0.6245197057723999,0
3,[83],376,0.7705132365226746,0
3,[83],36,0.5208913087844849,0
3,[83],371,1.0187385082244873,0
3,[83],247,0.8533390760421753,1
3,[83],263,0.2951941192150116,1
3,[83],173,2.482150077819824,0
3,[83],86,0.23384205996990204,1
3,[83],271,0.25135695934295654,1
3,[83],85,0.9099849462509155,0
3,[83],159,1.3214925527572632,0
3,[83],369,0.6318061351776123,0
3,[83],95,0.6373505592346191,1
3,[83],266,1.047391653060913,0
3,[83],565,0.5219805836677551,0
3,[83],401,0.8493459224700928,0
3,[83],250,0.7691486477851868,0
3,[83],572,0.6822526454925537,0
3,[83],166,0.4204897880554199,0
3,[83],164,0.6111316680908203,0
3,[83],480,0.785234272480011,0
3,[83],219,1.065310001373291,1
3,[83],180,0.9264174103736877,0
3,[83],278,1.4684832096099854,0
3,[83],1,0.6745657324790955,0
3,[83],460,0.5886157751083374,0
3,[83],167,0.9712928533554077,1
3,[83],491,0.2798287570476532,1
3,[83],257,0.6786260008811951,0
3,[83],281,0.5813040137290955,1
3,[83],400,0.7915961742401123,0
3,[83],61,1.0061060190200806,0
3,[83],214,1.4831275939941406,1
3,[83],98,1.044681429862976,0
3,[83],695,0.6389506459236145,0
3,[83],543,0.49389782547950745,0
3,[83],276,0.9124557375907898,0
3,[83],211,1.1107412576675415,0
3,[83],499,0.31646063923835754,1
3,[83],40,0.3988003730773926,0
3,[83],254,1.1964951753616333,0
3,[83],64,1.0254069566726685,0
3,[83],45,0.7251189351081848,0
3,[83],56,0.8129212856292725,1
3,[83],229,0.8781030774116516,1
3,[83],244,0.25153258442878723,1
3,[83],549,0.551235020160675,0
3,[83],209,0.9420286417007446,0
3,[83],665,0.484535813331604,0
3,[83],259,1.222748875617981,0
3,[83],366,0.5422345399856567,0
3,[83],232,0.8800999522209167,0
3,[83],199,1.0703181028366089,0
3,[83],3,0.7165544033050537,0
3,[83],417,1.5890676975250244,0
3,[83],320,0.7906840443611145,0
3,[83],653,0.6550664305686951,0
3,[83],343,0.6946797370910645,0
3,[83],57,0.572152316570282,0
3,[83],222,1.0581824779510498,0
3,[83],510,0.44025856256484985,1
3,[83],205,0.9337711334228516,0
3,[83],673,0.40511977672576904,1
3,[83],206,1.6875741481781006,0
3,[83],87,0.5294700860977173,0
3,[83],115,0.9075090885162354,0
3,[83],60,1.2266993522644043,0
3,[83],624,0.3982437252998352,1
3,[83],675,0.866411566734314,0
3,[83],69,0.9528895616531372,0
3,[83],177,0.803946852684021,1
3,[83],72,0.34101957082748413,0
3,[83],223,0.7908459901809692,1
3,[83],178,0.9598134160041809,0
3,[83],338,0.6519119143486023,1
3,[83],357,0.7228744626045227,0
3,[83],592,0.7232125401496887,0
3,[83],699,0.40380847454071045,1
3,[83],19,0.60123211145401,0
3,[83],403,1.0191010236740112,0
3,[83],200,0.8609452247619629,1
3,[83],84,1.0674633979797363,1
3,[83],62,0.9907470345497131,1
3,[83],228,1.4768553972244263,0
3,[83],432,0.9029524922370911,0
3,[83],645,0.4984804689884186,0
3,[83],365,0.8548226356506348,0
3,[83],153,0.9500782489776611,0
3,[83],619,0.8202348351478577,0
3,[83],92,0.6878042817115784,0
3,[83],270,0.45943862199783325,1
3,[83],458,0.9176311492919922,0
3,[83],402,1.0996859073638916,0
3,[83],142,0.44162309169769287,1
3,[83],462,0.5832248330116272,0
3,[83],605,0.6877153515815735,0
3,[83],260,0.6550630927085876,1
3,[83],184,0.9080679416656494,0
3,[83],575,0.6204685568809509,0
3,[83],625,0.7350294589996338,0
3,[83],77,1.1836392879486084,0
3,[83],386,0.8200762867927551,1
3,[83],107,0.6573179960250854,0
3,[83],628,0.6138022541999817,0
3,[83],374,0.9310808181762695,1
3,[83],583,0.9626367688179016,0
3,[83],157,0.8893046379089355,1
3,[83],569,0.6817251443862915,0
3,[83],584,0.6371569037437439,0
3,[83],81,0.975041389465332,0
3,[83],489,0.2923799455165863,1
3,[83],299,1.659714698791504,0
