Prompt ID,Demonstration IDs in prompt,Example ID,Loss of correct answer,Correct prediction
0,[8280],513,0.24774976074695587,1
0,[8280],514,0.7175731062889099,0
0,[8280],354,0.7901695370674133,0
0,[8280],516,0.2803042232990265,1
0,[8280],1,0.3577786087989807,0
0,[8280],518,0.05798596888780594,1
0,[8280],353,0.4779525697231293,0
0,[8280],10,0.6154557466506958,0
0,[8280],13,0.3300342261791229,0
0,[8280],14,0.4070970118045807,1
0,[8280],526,0.05118066072463989,1
0,[8280],527,0.04712076485157013,1
0,[8280],369,0.23002475500106812,0
0,[8280],530,0.06312451511621475,1
0,[8280],531,0.20578555762767792,1
0,[8280],371,0.14264024794101715,1
0,[8280],534,0.1961928904056549,1
0,[8280],374,0.13337990641593933,1
0,[8280],539,0.06607642024755478,1
0,[8280],379,0.1920226365327835,1
0,[8280],35,0.6460382342338562,1
0,[8280],36,0.0580616295337677,1
0,[8280],39,0.05974353477358818,1
0,[8280],556,0.05824574828147888,1
0,[8280],46,0.3042355179786682,1
0,[8280],238,0.04106876254081726,1
0,[8280],245,0.4951377213001251,0
0,[8280],407,0.2052653282880783,1
0,[8280],56,0.3058881163597107,0
0,[8280],570,0.05853745713829994,1
0,[8280],58,0.06135424226522446,1
0,[8280],60,0.17379623651504517,0
0,[8280],571,0.05485254153609276,1
0,[8280],418,0.19418849050998688,0
0,[8280],422,0.332910418510437,0
0,[8280],266,0.07932494580745697,1
0,[8280],75,0.20568877458572388,1
0,[8280],596,0.3722107410430908,1
0,[8280],279,0.060318492352962494,1
0,[8280],88,0.37605389952659607,0
0,[8280],440,0.2411930412054062,1
0,[8280],96,0.5648102760314941,0
0,[8280],97,0.5216572880744934,0
0,[8280],99,0.0489681176841259,1
0,[8280],613,0.23544973134994507,1
0,[8280],454,0.37625277042388916,0
0,[8280],103,0.34983089566230774,1
0,[8280],620,0.5164827704429626,0
0,[8280],623,0.04903644323348999,1
0,[8280],624,0.05170174688100815,1
0,[8280],113,0.06686700135469437,1
0,[8280],470,0.19055289030075073,0
0,[8280],475,0.21529832482337952,1
0,[8280],123,0.08893906325101852,1
0,[8280],317,0.7730349898338318,1
0,[8280],481,0.2239941507577896,1
0,[8280],322,0.07112061977386475,1
0,[8280],131,0.30401739478111267,0
0,[8280],482,0.48222383856773376,0
0,[8280],484,0.47691112756729126,0
0,[8280],486,0.3621003329753876,0
0,[8280],136,0.07493190467357635,1
0,[8280],138,0.7734723687171936,0
0,[8280],140,0.6840288639068604,0
